ID_CLIENTE,SEGMENTO_INDUSTRIAL,PORTE,ESTADO,REGIAO
1661240395903230676,Serviços,Pequeno,MA,Nordeste
8274986328479596038,Comércio,Médio,TO,Norte
345447888460137901,Serviços,Pequeno,BA,Nordeste
1003144834589372198,Serviços,Pequeno,SC,Sul
324916756972236008,Serviços,Grande,CE,Nordeste
4679462479444735708,Indústria,Grande,SP,Sudeste
1276604410881911401,Indústria,Pequeno,MG,Sudeste
8123515208041701633,Serviços,Pequeno,RJ,Sudeste
4530631557358349711,Serviços,Pequeno,PE,Nordeste
3668905663669864663,Comércio,Grande,PR,Sul
7041489327620930099,Serviços,Grande,MG,Sudeste
3118152790263512426,Serviços,Médio,RJ,Sudeste
1366416810235233769,Comércio,Grande,SP,Sudeste
4395946187332973749,Serviços,Médio,SP,Sudeste
1299146298565441811,Serviços,Médio,RJ,Sudeste
4052557282157719526,Comércio,Médio,SP,Sudeste
6795467882769787169,Serviços,Pequeno,RS,Sul
2550506309527280168,Comércio,Médio,SP,Sudeste
8724731934863284019,Serviços,Pequeno,CE,Nordeste
314309872114206760,Serviços,Grande,PR,Sul
2250817603281429928,Comércio,Grande,RS,Sul
5301988619224057921,Indústria,Médio,MS,Centro-Oeste
3248432590399829766,Comércio,Médio,SP,Sudeste
4095739077267179172,Comércio,Pequeno,RJ,Sudeste
2092588065958607289,Comércio,Grande,RO,Norte
1078687383992817574,Indústria,Grande,PA,Norte
4717593620120611957,Comércio,Grande,DF,Centro-Oeste
7970976988071755401,Comércio,Grande,AP,Norte
1683619849073499603,Comércio,Grande,SP,Sudeste
8784237149961904,Comércio,Pequeno,RJ,Sudeste
6926309382371178621,Serviços,Grande,SP,Sudeste
5753677550753111444,Serviços,Grande,PR,Sul
4524147234488547993,Comércio,Grande,DF,Centro-Oeste
4347826483121154490,Indústria,Médio,MG,Sudeste
6100972975033180377,Comércio,Grande,PR,Sul
4334472256949955221,Serviços,Grande,SC,Sul
2619109825960703851,Serviços,Grande,SP,Sudeste
2397171153213063761,Indústria,Médio,GO,Centro-Oeste
683445437387317282,Indústria,Grande,MG,Sudeste
192916471960784723,Comércio,Pequeno,RJ,Sudeste
2634859679238614382,Comércio,Grande,RJ,Sudeste
940214356651040716,Indústria,Grande,BA,Nordeste
1192891347324061812,Serviços,Médio,MG,Sudeste
8901696535927078963,Serviços,Grande,BA,Nordeste
3022528659032597047,Serviços,Médio,SP,Sudeste
7810315632865163836,Indústria,Médio,AP,Norte
6964108750473070287,Comércio,Médio,BA,Nordeste
7818340804682162328,Serviços,Médio,RJ,Sudeste
7671566034617837932,Serviços,Grande,MT,Centro-Oeste
3192341047315717823,Serviços,Médio,MG,Sudeste
162896151509189921,Serviços,Médio,AP,Norte
8729164666041467296,Serviços,Médio,BA,Nordeste
2645324649046215594,Serviços,Médio,MG,Sudeste
382095722273502031,Indústria,Pequeno,PE,Nordeste
4795152981525833467,Comércio,Grande,RJ,Sudeste
2025898153078562640,Serviços,Pequeno,MG,Sudeste
2451708306555441014,Comércio,Médio,PR,Sul
4465150716052427320,Comércio,Grande,MG,Sudeste
2088532321693492263,Serviços,Médio,MG,Sudeste
2530707686830644666,Serviços,Grande,SP,Sudeste
459290606780222306,Comércio,Pequeno,PR,Sul
4061297388883391410,Serviços,Grande,SC,Sul
8961924617442201922,Serviços,Médio,RJ,Sudeste
4661684997487171886,Indústria,Grande,ES,Sudeste
1104269683367198574,Serviços,Pequeno,MG,Sudeste
5761480994209806499,Comércio,Grande,MG,Sudeste
4556737702757145073,Serviços,Pequeno,PE,Nordeste
1368430815953333691,Indústria,Grande,PR,Sul
8915958534285799867,Comércio,Grande,AP,Norte
835441927760881602,Comércio,Grande,MT,Centro-Oeste
3218792504195936313,Serviços,Médio,RJ,Sudeste
5477900120643078645,Comércio,Pequeno,PE,Nordeste
3095686599956852697,Comércio,Médio,PR,Sul
8348574220426911086,Comércio,Pequeno,SP,Sudeste
1357573192598249600,Comércio,Médio,SP,Sudeste
5522764880180045081,Indústria,Médio,ES,Sudeste
4043546053926060305,Indústria,Médio,SP,Sudeste
8512214463586144353,Serviços,Pequeno,MG,Sudeste
837142477962609471,Serviços,Médio,PR,Sul
410843023337872279,Comércio,Médio,SP,Sudeste
8646472172649019955,Serviços,Médio,MA,Nordeste
351031887141663937,Indústria,Grande,MT,Centro-Oeste
4414438591613884911,Comércio,Grande,MG,Sudeste
692350198401528327,Comércio,Grande,MA,Nordeste
4569866309119931805,Serviços,Grande,RJ,Sudeste
5999145415800242177,Serviços,Grande,SP,Sudeste
7930925883736021864,Serviços,Grande,PR,Sul
2678966409665050034,Serviços,Médio,RJ,Sudeste
4593070249039532001,Comércio,Pequeno,RS,Sul
7910340581026492945,Comércio,Grande,PI,Nordeste
5503391736465275980,Serviços,Pequeno,TO,Norte
6828316696355015040,Comércio,Pequeno,SP,Sudeste
5854364934896993687,Serviços,Pequeno,PE,Nordeste
959720947754650706,Indústria,Médio,RS,Sul
7485107528960607346,Comércio,Grande,SP,Sudeste
510795635145114083,Comércio,Pequeno,AP,Norte
6784879562354696650,Serviços,Médio,PR,Sul
984915269987074754,Serviços,Grande,SP,Sudeste
499242942549937267,Serviços,Grande,SP,Sudeste
6731795019313479942,Comércio,Grande,PR,Sul
3829967475074118757,Serviços,Grande,BA,Nordeste
252206310123393284,Serviços,Pequeno,RS,Sul
4817816966382229074,Indústria,Médio,SC,Sul
6545052034269841737,Indústria,Médio,GO,Centro-Oeste
107343823625119033,Indústria,Pequeno,RS,Sul
3279078057358159966,Serviços,Pequeno,PR,Sul
5225029212547588718,Comércio,Médio,SP,Sudeste
5371387005775513675,Serviços,Grande,MG,Sudeste
7347715771145302549,Comércio,Médio,RS,Sul
93982185886107798,Comércio,Grande,CE,Nordeste
6969348581033924947,Indústria,Grande,SC,Sul
7367321179169390502,Comércio,Médio,MG,Sudeste
7031913170099381454,Serviços,Médio,BA,Nordeste
7908414709866823255,Indústria,Pequeno,RO,Norte
649279100559994713,Serviços,Médio,GO,Centro-Oeste
5897410907783139228,Comércio,Grande,MG,Sudeste
8229446069655666941,Comércio,Grande,SP,Sudeste
6271697692808086495,Indústria,Médio,SP,Sudeste
8716163053080758848,Indústria,Grande,SC,Sul
3218226066162129945,Indústria,Pequeno,PE,Nordeste
1536087798470875922,Indústria,Pequeno,CE,Nordeste
5860276371789140450,Serviços,Grande,PA,Norte
665505091521986356,Serviços,Médio,SP,Sudeste
851897122328714307,Comércio,Médio,RJ,Sudeste
6759864637454708017,Serviços,Grande,AP,Norte
465309249432033993,Comércio,Grande,RO,Norte
824632039241482307,Serviços,Médio,MA,Nordeste
3480297543931395935,Serviços,Pequeno,SC,Sul
8015571584405428572,Serviços,Médio,PR,Sul
5409960473983330744,Serviços,Médio,CE,Nordeste
4071158585850879204,Indústria,Grande,SP,Sudeste
6985631100944640910,Comércio,Grande,ES,Sudeste
1292049196559782171,Serviços,Médio,MT,Centro-Oeste
4635578010631860111,Comércio,Grande,PR,Sul
238894451665334246,Serviços,Médio,ES,Sudeste
7595945751692012281,Indústria,Médio,RS,Sul
1958660709350677213,Indústria,Médio,GO,Centro-Oeste
1454789421854453615,Serviços,Pequeno,RJ,Sudeste
4614484019183480654,Indústria,Médio,RS,Sul
7541360189313243820,Serviços,Médio,MG,Sudeste
6582676833651678345,Comércio,Médio,SP,Sudeste
4089244710305890246,Comércio,Grande,BA,Nordeste
2012477868296377155,Indústria,Médio,SP,Sudeste
3713742318997880410,Comércio,Pequeno,SP,Sudeste
4008627434689715639,Serviços,Pequeno,SP,Sudeste
4335865859049992260,Serviços,Médio,MG,Sudeste
7816319470107777265,Comércio,Médio,RJ,Sudeste
6238903426443761049,Serviços,Médio,CE,Nordeste
2943087245123311166,Comércio,Pequeno,RO,Norte
5726178124659661019,Indústria,Médio,AP,Norte
7770458886439606839,Serviços,Grande,GO,Centro-Oeste
1343849459953365123,Serviços,Pequeno,SP,Sudeste
5611787644735474299,Serviços,Médio,PR,Sul
5574997762710520717,Serviços,Grande,ES,Sudeste
8409181491723988567,Indústria,Médio,RJ,Sudeste
312543480920432545,Comércio,Pequeno,PR,Sul
1210783884008131648,Serviços,Médio,SP,Sudeste
8828303152301461681,Serviços,Grande,MG,Sudeste
662944582644865942,Comércio,Grande,PE,Nordeste
7289435138601868544,Serviços,Grande,RS,Sul
7325545718770538459,Comércio,Grande,PR,Sul
2658946240987854807,Serviços,Grande,GO,Centro-Oeste
3118683330911759410,Serviços,Pequeno,CE,Nordeste
1036256411320325774,Serviços,Pequeno,RJ,Sudeste
417157680860985231,Comércio,Médio,RS,Sul
8041261093764417881,Comércio,Grande,SP,Sudeste
5591489215787777256,Serviços,Grande,RS,Sul
8398000036517692656,Serviços,Grande,BA,Nordeste
2684293212741157926,Comércio,Pequeno,RS,Sul
234898976850399181,Comércio,Médio,SP,Sudeste
7231408738455755015,Serviços,Médio,SP,Sudeste
4972567100282306577,Serviços,Médio,AL,Nordeste
2508429106201166689,Serviços,Grande,BA,Nordeste
2455576782104041698,Comércio,Grande,BA,Nordeste
361555714683085449,Comércio,Grande,RS,Sul
4791195031160012361,Comércio,Médio,MG,Sudeste
2290083177086946553,Comércio,Pequeno,MG,Sudeste
8195468623809753777,Serviços,Médio,RS,Sul
6941381638534728190,Serviços,Médio,BA,Nordeste
6330043096034525408,Serviços,Pequeno,BA,Nordeste
3355881107559250653,Comércio,Grande,MG,Sudeste
7395696797140470088,Indústria,Pequeno,MG,Sudeste
3275327267689584006,Indústria,Médio,AP,Norte
5799279645678609726,Indústria,Grande,SC,Sul
4571290108043699959,Comércio,Grande,SP,Sudeste
4724876423989598202,Indústria,Médio,MG,Sudeste
2347028805684088098,Comércio,Grande,RS,Sul
7637066986811047950,Indústria,Grande,PE,Nordeste
7167988599372526790,Indústria,Médio,RJ,Sudeste
9206030810342980458,Serviços,Médio,RS,Sul
7963861799566207637,Indústria,Pequeno,RS,Sul
5602023133976834072,Indústria,Grande,PE,Nordeste
3742264304742819339,Comércio,Médio,PI,Nordeste
170089315547146305,Serviços,Grande,SP,Sudeste
8231834408402328152,Serviços,Médio,SP,Sudeste
968199235777440720,Serviços,Médio,MS,Centro-Oeste
4202876623878743806,Serviços,Grande,SP,Sudeste
7457803471605010846,Serviços,Grande,RS,Sul
968400235888951633,Comércio,Pequeno,RS,Sul
7571271990906543121,Serviços,Médio,SP,Sudeste
7177785309735471560,Serviços,Médio,PR,Sul
3472934456083131714,Indústria,Grande,SP,Sudeste
1118514612547157551,Serviços,Pequeno,MT,Centro-Oeste
5888474320320735000,Indústria,Grande,MA,Nordeste
5606267905834401873,Indústria,Médio,RS,Sul
2763141362035716801,Comércio,Pequeno,MG,Sudeste
6617479989097680138,Comércio,Médio,PR,Sul
2382123267535341265,Serviços,Médio,RJ,Sudeste
4935929591787890253,Serviços,Grande,DF,Centro-Oeste
6227190030200106151,Serviços,Médio,BA,Nordeste
3095408468798675621,Serviços,Médio,SP,Sudeste
5271591321704178730,Serviços,Médio,MG,Sudeste
5763886458177210090,Serviços,Grande,BA,Nordeste
5791518044186095039,Serviços,Pequeno,AP,Norte
2677901391425651891,Serviços,Médio,SP,Sudeste
1778014915038250584,Comércio,Pequeno,ES,Sudeste
6198047969028248384,Indústria,Grande,MT,Centro-Oeste
2467590416042313927,Indústria,Pequeno,SP,Sudeste
1616952665234409442,Comércio,Grande,RJ,Sudeste
6950439982480713649,Comércio,Pequeno,MG,Sudeste
5462970244186515758,Comércio,Médio,PR,Sul
5465001651966355821,Indústria,Médio,DF,Centro-Oeste
689004070169545786,Serviços,Grande,BA,Nordeste
5042877476420217533,Serviços,Grande,PR,Sul
2554972344348383830,Serviços,Grande,SC,Sul
6337915293429442229,Comércio,Grande,SP,Sudeste
180672270337706285,Serviços,Pequeno,MG,Sudeste
7590999900861381526,Comércio,Médio,CE,Nordeste
4183921942053157552,Serviços,Médio,ES,Sudeste
6916556752218696485,Serviços,Grande,MG,Sudeste
7182085930008391174,Comércio,Grande,ES,Sudeste
3093415403379897112,Serviços,Médio,SP,Sudeste
6643358471662528195,Serviços,Grande,RS,Sul
1551531256789550891,Serviços,Grande,SP,Sudeste
5303720405946805990,Comércio,Grande,PR,Sul
6817075905797098547,Serviços,Grande,SP,Sudeste
2083323809219952960,Indústria,Médio,SP,Sudeste
4995217181024687397,Serviços,Grande,SP,Sudeste
3386019519917828299,Indústria,Médio,ES,Sudeste
2201150681962815877,Indústria,Grande,PR,Sul
7810985951121711480,Serviços,Médio,MG,Sudeste
5864443060004179363,Serviços,Grande,RS,Sul
2768068015169423097,Serviços,Grande,PR,Sul
8080988579391900405,Comércio,Pequeno,RS,Sul
5369576709077493659,Indústria,Grande,SP,Sudeste
1953058402621337677,Indústria,Pequeno,MT,Centro-Oeste
2951563549197799278,Comércio,Pequeno,SP,Sudeste
8826489829259520138,Comércio,Médio,RS,Sul
5082813456193598086,Comércio,Grande,SP,Sudeste
670573866376512619,Comércio,Médio,SP,Sudeste
8684964138237894839,Indústria,Grande,RJ,Sudeste
5440313607363845188,Serviços,Grande,RS,Sul
274692171162531764,Serviços,Pequeno,SP,Sudeste
761746217261797478,Serviços,Grande,SP,Sudeste
1088521227159442264,Serviços,Pequeno,SC,Sul
792560389712312178,Comércio,Grande,RS,Sul
6030285068945261052,Comércio,Médio,PB,Nordeste
660382477567765256,Indústria,Médio,RS,Sul
6284433051333854194,Comércio,Grande,SP,Sudeste
7696655736121386405,Comércio,Grande,RS,Sul
3285246914299291124,Serviços,Médio,PR,Sul
2119292203323657032,Serviços,Pequeno,SC,Sul
903093877129717133,Serviços,Grande,BA,Nordeste
7664272163315705419,Serviços,Médio,SP,Sudeste
5434353421615275749,Indústria,Grande,RO,Norte
7750874287225529604,Serviços,Pequeno,MG,Sudeste
1998941557906036376,Comércio,Grande,SP,Sudeste
5432443358006556295,Serviços,Médio,SP,Sudeste
3036967290595689189,Indústria,Grande,MG,Sudeste
3137879241768961145,Comércio,Grande,PE,Nordeste
5048392903148444335,Indústria,Grande,PE,Nordeste
6968106554514688300,Comércio,Grande,RJ,Sudeste
7751080728852739823,Comércio,Pequeno,SP,Sudeste
5108407319813072955,Comércio,Grande,BA,Nordeste
4327694790333781288,Serviços,Pequeno,PR,Sul
8505870778358741102,Serviços,Grande,MA,Nordeste
257162352336759783,Serviços,Grande,SP,Sudeste
6532139198609901627,Serviços,Grande,BA,Nordeste
7492389223353246125,Comércio,Grande,PE,Nordeste
1553628056929342565,Comércio,Médio,RN,Nordeste
7720744580848517371,Serviços,Médio,AC,Norte
6927178425683104769,Serviços,Médio,PR,Sul
39547025441582855,Serviços,Pequeno,BA,Nordeste
8643106054593378360,Serviços,Médio,DF,Centro-Oeste
7120090169052575663,Serviços,Grande,PI,Nordeste
963687627963462983,Comércio,Médio,SC,Sul
2335982750277990437,Serviços,Grande,MG,Sudeste
5687511145009775604,Serviços,Médio,MA,Nordeste
4489904752023469353,Indústria,Grande,SP,Sudeste
8939476669690489534,Comércio,Pequeno,MG,Sudeste
8785648114090695180,Serviços,Médio,RJ,Sudeste
5067621068959932809,Serviços,Grande,MG,Sudeste
1272921915900711149,Comércio,Médio,RS,Sul
5503073374822479037,Indústria,Médio,RJ,Sudeste
7920896580423665241,Serviços,Médio,RJ,Sudeste
8874257794774679816,Comércio,Médio,SC,Sul
2761181567313020223,Indústria,Médio,SP,Sudeste
3698481516392183789,Indústria,Médio,PR,Sul
3760177249735580557,Comércio,Grande,TO,Norte
8400764778654490278,Comércio,Médio,PR,Sul
7895753719321668294,Serviços,Grande,BA,Nordeste
8897340779547593728,Indústria,Grande,DF,Centro-Oeste
3025708129948185495,Comércio,Pequeno,SP,Sudeste
1115703227712697214,Comércio,Médio,AL,Nordeste
5176940320835464459,Comércio,Grande,SC,Sul
3156852928909455203,Serviços,Médio,MA,Nordeste
3977861004707764824,Serviços,Grande,PR,Sul
1951407691087813358,Comércio,Grande,SP,Sudeste
8245393384938410770,Indústria,Médio,RS,Sul
5338466578956451922,Indústria,Grande,RN,Nordeste
187117706370645370,Serviços,Médio,MT,Centro-Oeste
3228830386980584958,Comércio,Pequeno,RS,Sul
5988277776808227480,Comércio,Grande,SP,Sudeste
8305404138704642088,Indústria,Grande,GO,Centro-Oeste
1052398277967427422,Serviços,Grande,BA,Nordeste
1235244772550233980,Comércio,Grande,BA,Nordeste
2466177460692220853,Serviços,Médio,PR,Sul
7108899417216809461,Indústria,Pequeno,AP,Norte
3634047863995720708,Serviços,Grande,SP,Sudeste
3382624494518753363,Indústria,Médio,PE,Nordeste
6134696632487351445,Indústria,Médio,RJ,Sudeste
7436628409157313756,Indústria,Pequeno,PR,Sul
5341957521413340599,Comércio,Grande,SC,Sul
7779268298304613772,Indústria,Grande,SP,Sudeste
2493305884832539159,Comércio,Pequeno,BA,Nordeste
4850722092974676955,Serviços,Pequeno,PE,Nordeste
6031976689490342098,Comércio,Médio,GO,Centro-Oeste
66220087398241662,Comércio,Médio,SP,Sudeste
49632905576538927,Comércio,Grande,PR,Sul
682352428813668634,Indústria,Médio,MG,Sudeste
5856610998569876318,Indústria,Médio,RJ,Sudeste
1343530446996409207,Serviços,Grande,SP,Sudeste
3660744270380078352,Indústria,Pequeno,MT,Centro-Oeste
2735662700719640627,Serviços,Médio,CE,Nordeste
1000372849175668062,Indústria,Grande,SP,Sudeste
1069093308328204542,Serviços,Grande,RS,Sul
5540361570968095722,Comércio,Médio,SP,Sudeste
5810778736737569699,Comércio,Pequeno,MG,Sudeste
6521201759558790083,Serviços,Médio,MG,Sudeste
7451017400765373278,Comércio,Pequeno,MG,Sudeste
9052787288251876909,Serviços,Grande,RS,Sul
3807130563335796378,Indústria,Pequeno,BA,Nordeste
4102750661040919723,Indústria,Grande,PR,Sul
6448580780254847411,Indústria,Médio,SC,Sul
121658372387044248,Comércio,Grande,RJ,Sudeste
3898162407838983449,Serviços,Médio,RS,Sul
8596605705893456305,Comércio,Grande,GO,Centro-Oeste
8111050199502844765,Serviços,Médio,AL,Nordeste
511305041047444825,Serviços,Grande,SE,Nordeste
7665801401860589626,Serviços,Pequeno,MA,Nordeste
2128970218770090704,Comércio,Grande,GO,Centro-Oeste
5547032541615425352,Serviços,Grande,CE,Nordeste
1637960623843047520,Comércio,Médio,RJ,Sudeste
8215958479134054873,Comércio,Médio,RS,Sul
86110062990790869,Indústria,Grande,BA,Nordeste
3704808902628008971,Serviços,Médio,RS,Sul
5613825020130267729,Serviços,Médio,PR,Sul
8529899700094903171,Comércio,Grande,MG,Sudeste
1308019675417057675,Comércio,Pequeno,DF,Centro-Oeste
5460280878923715699,Comércio,Médio,SC,Sul
8270671464659850683,Indústria,Médio,RS,Sul
8662923640484889291,Comércio,Grande,PI,Nordeste
6987942592445950913,Serviços,Médio,RJ,Sudeste
3238269558731666664,Comércio,Médio,BA,Nordeste
7085295800541340563,Indústria,Médio,SP,Sudeste
7930644815080409701,Comércio,Médio,PI,Nordeste
4831939798545673038,Comércio,Grande,SC,Sul
8313765100460016738,Comércio,Grande,SP,Sudeste
2022367282554149730,Comércio,Médio,GO,Centro-Oeste
1195244642827484543,Comércio,Grande,MG,Sudeste
8350724667410677464,Serviços,Grande,CE,Nordeste
6486277549325701534,Serviços,Médio,SP,Sudeste
2785178201607654410,Indústria,Pequeno,SP,Sudeste
4919908458022265747,Serviços,Grande,SP,Sudeste
9205015186723569289,Comércio,Pequeno,SC,Sul
7722287846688771887,Serviços,Grande,SP,Sudeste
1874361799315286610,Indústria,Médio,SC,Sul
8287608084245946173,Comércio,Médio,RS,Sul
8213533889694327948,Comércio,Médio,PA,Norte
3045840317107313913,Indústria,Grande,SP,Sudeste
2214132103234633622,Indústria,Médio,MG,Sudeste
7949169060790541229,Serviços,Pequeno,SC,Sul
7621083433504010869,Serviços,Grande,PR,Sul
5794903898038236832,Serviços,Médio,RJ,Sudeste
6020593949794792044,Indústria,Pequeno,RS,Sul
4045739494965095560,Indústria,Médio,PR,Sul
6122719618012473549,Indústria,Médio,BA,Nordeste
7787306805605072964,Serviços,Pequeno,AP,Norte
8503092146854371576,Comércio,Pequeno,PB,Nordeste
3204108603682323936,Serviços,Médio,MG,Sudeste
4588313530969303734,Comércio,Pequeno,MG,Sudeste
5786895437851445408,Comércio,Grande,SC,Sul
5122095358293179297,Indústria,Médio,SP,Sudeste
2900002014851776114,Serviços,Grande,RS,Sul
3591324331706630867,Comércio,Médio,SC,Sul
1044568737046072781,Indústria,Pequeno,RO,Norte
4749976982519957792,Indústria,Médio,SP,Sudeste
5732713959930509093,Indústria,Grande,RS,Sul
5511113649464808344,Serviços,Médio,BA,Nordeste
1613152204777372951,Comércio,Médio,CE,Nordeste
696014079855281037,Serviços,Médio,SP,Sudeste
9089528044547831569,Comércio,Grande,PR,Sul
5880041582322293710,Comércio,Grande,SC,Sul
2773493808492482979,Comércio,Pequeno,PR,Sul
4740535838297269949,Comércio,Médio,PI,Nordeste
8106044482585783481,Serviços,Grande,RJ,Sudeste
5577659616907513811,Serviços,Médio,AP,Norte
8570963260597299378,Indústria,Grande,RS,Sul
1559814738862939390,Indústria,Médio,MT,Centro-Oeste
175003104385133396,Serviços,Pequeno,SC,Sul
4785355632922927313,Comércio,Médio,RJ,Sudeste
6217788509719675691,Comércio,Médio,MG,Sudeste
5136739522477907100,Indústria,Médio,BA,Nordeste
3382609338395832683,Comércio,Grande,CE,Nordeste
6012031176108922616,Indústria,Pequeno,RJ,Sudeste
6276792736652545216,Indústria,Médio,MG,Sudeste
8535586342375301953,Comércio,Médio,MG,Sudeste
